"CustomerID";"Age";"Gender";"Location";"MembershipLevel";"TotalPurchases";"TotalSpent";"FavoriteCategory";"LastPurchaseDate";"Occupation";"FrequencyWebsiteVisits";"LoyaltyPoints";"EmailSubscribed";"AverageReviewRating";"Churn"
"1007";"38";"Male";"West";"Platinum";"96";"5679.86";"Electronics";"21/12/2022";"Lawyer";"12";"1931";"0";"2.4";"0"
"1008";"60";"Female";"West";"Silver";"13";"2182.22";"Clothing";"28/9/2022";"Manager";"13";"4427";"1";"2.6";"0"
"1009";"28";"Female";"East";"Gold";"43";"964.99";"Clothing";"3/12/2022";"Lawyer";"4";"1670";"1";"1.2";"0"
"1010";"21";"Male";"North";"Silver";"67";"7694.4";"Clothing";"15/11/2022";"Engineer";"6";"453";"1";"2.8";"1"
"1011";"40";"Female";"South";"Silver";"52";"5310.51";"Clothing";"18/5/2023";"Manager";"11";"1848";"0";"1.8";"1"
"1012";"55";"Male";"South";"Bronze";"24";"4322.37";"Home Goods";"1/3/2022";"Chef";"7";"1820";"1";"2.6";"0"
"1013";"47";"Male";"South";"Platinum";"25";"7837.84";"Clothing";"1/1/2023";"Manager";"12";"2538";"1";"1.2";"0"
"1015";"58";"Female";"North";"Silver";"76";"5918.59";"Clothing";"18/7/2023";"Teacher";"14";"938";"1";"4.1";"0"
"1016";"35";"Female";"South";"Bronze";"55";"1226.24";"Home Goods";"15/4/2023";"Engineer";"9";"1145";"1";"1.2";"1"
"1017";"69";"Female";"South";"Bronze";"54";"9867.42";"Clothing";"30/3/2023";"Engineer";"9";"167";"0";"3";"0"
"1018";"58";"Female";"East";"Platinum";"69";"1727.2";"Electronics";"16/4/2022";"Doctor";"8";"110";"0";"4";"0"
"1019";"60";"Female";"South";"Gold";"99";"1773.68";"Electronics";"10/10/2022";"Teacher";"7";"3031";"1";"2.8";"0"
"1020";"48";"Female";"North";"Platinum";"82";"4460.2";"Clothing";"3/11/2023";"Artist";"11";"2413";"0";"4.9";"0"
"1021";"47";"Female";"North";"Silver";"69";"2660.12";"Clothing";"26/2/2022";"Chef";"13";"2784";"0";"4.2";"0"
"1022";"51";"Female";"South";"Silver";"27";"6332.86";"Clothing";"21/6/2023";"Doctor";"6";"3317";"0";"4.3";"0"
"1023";"48";"Male";"East";"Bronze";"41";"228.29";"Clothing";"21/10/2023";"Artist";"5";"2957";"0";"3.6";"0"
"1024";"64";"Female";"North";"Gold";"8";"5338.79";"Electronics";"23/9/2022";"Manager";"2";"3360";"1";"3";"1"
"1025";"55";"Male";"East";"Silver";"3";"8168.16";"Clothing";"17/12/2022";"Teacher";"11";"4163";"0";"4.9";"0"
"1026";"42";"Female";"North";"Platinum";"99";"9501.95";"Electronics";"5/1/2023";"Teacher";"12";"1521";"1";"1.5";"0"
"1027";"34";"Female";"West";"Platinum";"98";"7424.96";"Home Goods";"11/3/2023";"Lawyer";"13";"3247";"1";"1.3";"0"
"1028";"53";"Female";"North";"Silver";"44";"1953.65";"Electronics";"12/9/2022";"Lawyer";"3";"2909";"0";"2.5";"1"
"1029";"57";"Female";"South";"Bronze";"85";"6721.76";"Clothing";"8/9/2023";"Manager";"9";"72";"1";"1.6";"0"
"1030";"47";"Female";"North";"Bronze";"30";"6820.76";"Home Goods";"31/8/2023";"Engineer";"3";"263";"0";"3.4";"0"
"1031";"19";"Female";"South";"Bronze";"67";"4965.29";"Electronics";"8/10/2022";"Artist";"13";"2067";"0";"1.5";"0"
"1032";"41";"Female";"North";"Silver";"79";"7655.83";"Electronics";"15/10/2022";"Engineer";"14";"4555";"1";"1.4";"1"
"1033";"26";"Female";"North";"Silver";"75";"7756.04";"Clothing";"18/2/2022";"Teacher";"13";"3332";"1";"4.2";"0"
"1034";"18";"Male";"North";"Gold";"77";"7080.69";"Home Goods";"12/10/2023";"Teacher";"2";"706";"1";"2.6";"0"
"1035";"41";"Male";"South";"Bronze";"91";"2646.38";"Electronics";"27/10/2022";"Engineer";"12";"721";"0";"1.6";"0"
"1036";"55";"Female";"West";"Bronze";"47";"9272.17";"Home Goods";"30/9/2022";"Artist";"11";"3808";"1";"3.1";"0"
"1037";"65";"Male";"North";"Platinum";"40";"556.53";"Clothing";"28/8/2023";"Teacher";"5";"4190";"1";"3.1";"1"
"1038";"44";"Female";"West";"Bronze";"54";"9713.25";"Clothing";"6/3/2022";"Lawyer";"10";"1571";"1";"4.9";"1"
"1039";"43";"Female";"North";"Silver";"15";"5364.78";"Clothing";"28/11/2023";"Manager";"6";"4548";"0";"1.1";"0"
"1041";"24";"Female";"East";"Gold";"68";"8333.88";"Clothing";"22/7/2022";"Manager";"7";"2223";"1";"2.1";"0"
"1042";"42";"Male";"North";"Bronze";"79";"1709.23";"Home Goods";"26/3/2022";"Lawyer";"8";"4330";"1";"2.4";"1"
"1043";"33";"Female";"South";"Silver";"22";"8975.78";"Home Goods";"29/8/2023";"Doctor";"10";"925";"1";"4.9";"0"
"1046";"35";"Male";"North";"Gold";"41";"4172.93";"Home Goods";"1/10/2023";"Teacher";"4";"4004";"1";"4.9";"1"
"1047";"34";"Male";"East";"Gold";"17";"9954.79";"Clothing";"9/6/2023";"Teacher";"8";"2136";"1";"3.5";"0"
"1048";"66";"Male";"West";"Silver";"8";"2384.68";"Home Goods";"26/8/2023";"Engineer";"11";"3278";"1";"4.6";"0"
"1049";"61";"Male";"South";"Platinum";"85";"6693.23";"Clothing";"3/3/2022";"Doctor";"6";"3123";"1";"4.9";"0"
"1050";"64";"Female";"South";"Platinum";"20";"8506.88";"Home Goods";"19/4/2023";"Teacher";"14";"1412";"1";"1.3";"1"
"1051";"23";"Female";"East";"Bronze";"3";"321.41";"Home Goods";"13/1/2022";"Teacher";"1";"463";"0";"1.1";"0"
"1052";"37";"Female";"North";"Bronze";"61";"337.85";"Electronics";"24/11/2022";"Teacher";"10";"3832";"0";"4.5";"1"
"1054";"40";"Male";"West";"Bronze";"19";"159.05";"Electronics";"10/4/2023";"Teacher";"5";"2229";"1";"2.8";"1"
"1055";"63";"Female";"East";"Silver";"52";"2214.08";"Clothing";"21/9/2023";"Chef";"3";"3931";"1";"4.8";"0"
"1057";"29";"Female";"East";"Silver";"62";"2282.1";"Home Goods";"11/4/2023";"Engineer";"13";"2186";"1";"2.5";"0"
"1058";"51";"Female";"West";"Silver";"18";"3617.27";"Electronics";"6/1/2023";"Doctor";"12";"4411";"0";"3.5";"0"
"1059";"25";"Male";"East";"Gold";"67";"561.09";"Electronics";"5/2/2022";"Engineer";"7";"4494";"1";"2.8";"0"
"1060";"44";"Female";"East";"Bronze";"55";"3131.01";"Electronics";"21/1/2022";"Engineer";"6";"60";"0";"4.4";"1"
"1061";"66";"Male";"West";"Platinum";"10";"890.14";"Home Goods";"27/6/2022";"Doctor";"4";"1840";"0";"3.5";"0"
"1063";"65";"Female";"North";"Platinum";"71";"5795.22";"Home Goods";"15/10/2023";"Chef";"3";"27";"1";"3.3";"1"
"1064";"50";"Female";"South";"Gold";"22";"2701.49";"Home Goods";"19/1/2022";"Chef";"13";"466";"1";"2.2";"0"
"1065";"54";"Male";"East";"Silver";"50";"6291.38";"Clothing";"1/9/2022";"Artist";"2";"2309";"0";"1.7";"0"
"1066";"36";"Female";"West";"Silver";"46";"6567.91";"Home Goods";"1/3/2023";"Chef";"14";"1197";"0";"1.7";"1"
"1067";"41";"Male";"West";"Bronze";"8";"5816.67";"Clothing";"18/8/2023";"Manager";"6";"1156";"1";"4.8";"0"
"1068";"39";"Female";"East";"Platinum";"86";"4527.68";"Electronics";"16/9/2022";"Engineer";"11";"1417";"0";"3.8";"0"
"1069";"20";"Female";"East";"Silver";"74";"2696.45";"Electronics";"25/7/2022";"Engineer";"6";"3105";"0";"3.8";"0"
"1070";"26";"Male";"West";"Platinum";"90";"1556.14";"Home Goods";"16/7/2023";"Manager";"1";"3156";"0";"3.3";"0"
"1072";"23";"Female";"East";"Bronze";"61";"6190.47";"Clothing";"12/12/2022";"Manager";"7";"427";"0";"1.7";"0"
"1073";"56";"Male";"North";"Bronze";"72";"1235.39";"Clothing";"28/3/2022";"Chef";"14";"1460";"1";"3.8";"0"
"1074";"56";"Female";"North";"Bronze";"79";"2228.58";"Home Goods";"20/2/2022";"Teacher";"8";"3791";"1";"1.9";"0"
"1075";"54";"Female";"South";"Bronze";"5";"1873.1";"Electronics";"21/5/2022";"Manager";"11";"1543";"1";"2.2";"0"
"1076";"19";"Male";"South";"Platinum";"93";"2380.04";"Clothing";"29/12/2022";"Artist";"12";"2214";"1";"2.6";"0"
"1077";"54";"Female";"West";"Silver";"84";"1254.29";"Home Goods";"15/11/2022";"Doctor";"1";"920";"0";"1.7";"1"
"1078";"23";"Female";"East";"Gold";"74";"4267.01";"Clothing";"5/12/2022";"Doctor";"1";"3013";"1";"1.9";"0"
"1079";"23";"Female";"South";"Bronze";"92";"3275.05";"Electronics";"24/1/2023";"Artist";"4";"4477";"0";"1.2";"0"
"1080";"56";"Female";"East";"Gold";"21";"6128.98";"Clothing";"29/11/2023";"Engineer";"8";"212";"1";"1.5";"0"
"1081";"53";"Male";"North";"Bronze";"67";"9047.54";"Electronics";"18/2/2022";"Engineer";"13";"1790";"0";"4.7";"0"
"1082";"42";"Female";"North";"Gold";"14";"6022.57";"Clothing";"9/12/2022";"Artist";"2";"3420";"1";"1.8";"1"
"1083";"67";"Male";"North";"Gold";"62";"1892.06";"Electronics";"27/8/2022";"Chef";"1";"547";"0";"2.4";"0"
"1084";"33";"Female";"South";"Bronze";"97";"1202.71";"Home Goods";"9/1/2023";"Manager";"3";"294";"0";"4.3";"0"
"1085";"38";"Female";"East";"Silver";"16";"6579.89";"Home Goods";"23/4/2022";"Engineer";"8";"1972";"1";"1.7";"1"
"1087";"27";"Female";"West";"Silver";"54";"3289.17";"Electronics";"16/5/2023";"Engineer";"14";"1207";"1";"1.2";"0"
"1088";"22";"Female";"East";"Silver";"70";"5153.38";"Home Goods";"29/6/2022";"Lawyer";"2";"252";"0";"3.1";"1"
"1089";"67";"Female";"West";"Platinum";"77";"7887.16";"Clothing";"22/6/2023";"Engineer";"10";"500";"0";"1.8";"1"
"1090";"42";"Male";"South";"Silver";"43";"267.22";"Home Goods";"20/2/2022";"Doctor";"9";"3852";"1";"2.5";"0"
"1091";"48";"Male";"North";"Platinum";"38";"6996.31";"Electronics";"25/4/2022";"Artist";"7";"8";"0";"1.3";"0"
"1093";"37";"Female";"North";"Bronze";"53";"7291.48";"Home Goods";"30/3/2023";"Teacher";"1";"3748";"0";"1.3";"1"
"1095";"31";"Female";"North";"Platinum";"60";"4996.3";"Home Goods";"1/1/2023";"Lawyer";"5";"2375";"0";"2.6";"1"
"1096";"29";"Female";"South";"Silver";"31";"8573.19";"Clothing";"28/2/2022";"Lawyer";"7";"4702";"0";"3";"0"
"1098";"54";"Female";"South";"Bronze";"85";"6337.8";"Clothing";"21/7/2023";"Artist";"12";"3914";"1";"4.7";"1"
"1101";"24";"Male";"South";"Gold";"27";"7259.27";"Clothing";"29/5/2022";"Doctor";"11";"1539";"0";"2.3";"0"
"1102";"65";"Male";"North";"Bronze";"40";"2321.97";"Electronics";"27/12/2022";"Doctor";"11";"1530";"1";"2.2";"0"
"1103";"52";"Female";"East";"Platinum";"76";"9733.35";"Electronics";"13/5/2023";"Chef";"4";"600";"0";"2.5";"0"
"1104";"39";"Female";"South";"Bronze";"83";"4496.61";"Clothing";"28/1/2022";"Engineer";"12";"1427";"1";"2.5";"0"
"1105";"38";"Female";"West";"Silver";"18";"6801.23";"Home Goods";"18/3/2023";"Manager";"11";"3451";"1";"1.2";"1"
"1106";"60";"Female";"North";"Gold";"65";"5121.77";"Home Goods";"9/3/2023";"Teacher";"8";"3229";"0";"3.2";"0"
"1107";"35";"Male";"South";"Platinum";"62";"899.65";"Home Goods";"5/6/2023";"Doctor";"6";"2070";"1";"3.3";"0"
"1108";"55";"Male";"East";"Gold";"55";"7990.17";"Electronics";"30/1/2023";"Engineer";"9";"1160";"0";"4.2";"0"
"1109";"43";"Female";"North";"Bronze";"5";"2500.55";"Clothing";"14/2/2022";"Manager";"5";"4974";"1";"4.2";"0"
"1110";"39";"Female";"South";"Platinum";"81";"2863.59";"Home Goods";"17/7/2022";"Lawyer";"11";"681";"0";"3.7";"1"
"1111";"54";"Male";"South";"Platinum";"57";"401.28";"Home Goods";"30/4/2023";"Artist";"6";"2771";"1";"3.7";"0"
"1112";"22";"Female";"North";"Bronze";"90";"5595.64";"Clothing";"5/7/2022";"Teacher";"14";"1046";"1";"3.9";"0"
"1113";"65";"Female";"East";"Gold";"98";"5422.14";"Home Goods";"9/5/2022";"Chef";"4";"1769";"0";"1.5";"0"
"1114";"52";"Male";"West";"Bronze";"29";"1922.3";"Home Goods";"11/5/2023";"Doctor";"1";"3761";"0";"2.6";"0"
"1115";"29";"Female";"East";"Bronze";"99";"7267.11";"Clothing";"3/12/2022";"Teacher";"7";"4679";"1";"2.9";"0"
"1116";"52";"Male";"West";"Silver";"18";"560.37";"Electronics";"5/2/2022";"Chef";"7";"4160";"0";"4.1";"0"
"1117";"51";"Female";"East";"Gold";"8";"7864.72";"Electronics";"17/3/2022";"Engineer";"7";"2451";"0";"1.7";"0"
"1118";"64";"Female";"North";"Silver";"44";"9937.81";"Electronics";"22/6/2022";"Lawyer";"14";"2311";"1";"3.7";"0"
"1119";"37";"Female";"West";"Silver";"65";"1684.92";"Home Goods";"9/2/2023";"Manager";"4";"4668";"0";"2.6";"0"
"1120";"66";"Female";"North";"Silver";"50";"3215.84";"Electronics";"16/7/2022";"Lawyer";"9";"2854";"0";"2.5";"0"
"1121";"29";"Male";"South";"Gold";"73";"2994.76";"Home Goods";"30/3/2023";"Artist";"5";"4456";"1";"3.8";"0"
"1123";"43";"Female";"West";"Bronze";"2";"1090.74";"Electronics";"22/10/2023";"Manager";"6";"1827";"1";"4.7";"1"
"1124";"51";"Female";"South";"Silver";"28";"5060.34";"Electronics";"11/6/2022";"Manager";"13";"4312";"1";"3.1";"0"
"1125";"49";"Female";"West";"Bronze";"44";"8983.1";"Clothing";"18/10/2022";"Lawyer";"14";"522";"0";"1.8";"1"
"1126";"63";"Female";"West";"Silver";"59";"4521.5";"Home Goods";"6/12/2023";"Doctor";"2";"201";"0";"3.2";"0"
"1127";"24";"Female";"North";"Bronze";"16";"6787.78";"Home Goods";"21/4/2022";"Manager";"2";"698";"0";"2.4";"0"
"1128";"43";"Female";"East";"Silver";"53";"8315.74";"Home Goods";"23/2/2023";"Artist";"14";"789";"1";"3.5";"1"
"1129";"42";"Female";"East";"Bronze";"10";"6703.28";"Home Goods";"18/2/2022";"Manager";"14";"272";"0";"3.4";"0"
"1130";"63";"Female";"North";"Platinum";"25";"3178.81";"Electronics";"30/10/2022";"Manager";"12";"1069";"1";"3.4";"0"
"1131";"56";"Male";"North";"Bronze";"73";"3335.18";"Electronics";"12/1/2023";"Teacher";"13";"1651";"0";"2.6";"0"
"1132";"69";"Male";"East";"Platinum";"90";"6658.73";"Electronics";"9/8/2022";"Engineer";"2";"3044";"0";"1.6";"0"
"1134";"41";"Female";"North";"Platinum";"92";"531.31";"Home Goods";"13/9/2023";"Lawyer";"1";"4533";"1";"3.2";"1"
"1136";"21";"Male";"North";"Platinum";"46";"3707.8";"Home Goods";"26/4/2022";"Engineer";"6";"244";"0";"4.6";"0"
"1137";"44";"Male";"North";"Silver";"66";"7612.72";"Clothing";"27/12/2022";"Manager";"3";"67";"0";"2.6";"0"
"1138";"64";"Female";"North";"Silver";"55";"7316.3";"Electronics";"23/4/2022";"Engineer";"5";"3323";"0";"2.2";"0"
"1139";"47";"Male";"North";"Gold";"73";"4518.21";"Electronics";"18/11/2023";"Chef";"12";"1686";"0";"2.2";"0"
"1141";"23";"Female";"North";"Bronze";"25";"604.12";"Clothing";"24/5/2023";"Artist";"11";"1969";"1";"3.8";"1"
"1142";"25";"Female";"South";"Bronze";"9";"241.56";"Clothing";"25/5/2023";"Teacher";"12";"2849";"1";"4.8";"0"
"1143";"33";"Female";"North";"Gold";"18";"219.98";"Home Goods";"13/3/2022";"Manager";"13";"2019";"0";"3.1";"0"
"1144";"32";"Male";"North";"Gold";"40";"5740.14";"Electronics";"10/11/2022";"Chef";"11";"3366";"0";"3.5";"1"
"1145";"53";"Male";"South";"Silver";"85";"9017.48";"Home Goods";"17/11/2023";"Lawyer";"4";"1099";"0";"2.6";"1"
"1146";"57";"Male";"East";"Bronze";"7";"8565.14";"Clothing";"10/1/2022";"Doctor";"4";"702";"1";"2.8";"0"
"1147";"25";"Male";"North";"Gold";"47";"1847.55";"Electronics";"30/1/2023";"Doctor";"6";"618";"1";"2.7";"1"
"1148";"69";"Female";"North";"Bronze";"83";"3478.12";"Home Goods";"12/12/2023";"Teacher";"4";"4003";"0";"3.5";"1"
"1149";"56";"Female";"South";"Gold";"27";"2458.84";"Clothing";"27/8/2023";"Artist";"9";"4516";"1";"2.4";"0"
"1152";"67";"Female";"North";"Gold";"2";"4794.48";"Electronics";"5/6/2023";"Chef";"9";"682";"1";"4.7";"0"
"1153";"29";"Female";"West";"Bronze";"29";"9821.02";"Home Goods";"1/1/2023";"Chef";"5";"2318";"1";"2.7";"0"
"1155";"31";"Male";"East";"Silver";"30";"9176.28";"Clothing";"7/5/2022";"Manager";"12";"1313";"0";"3.5";"0"
"1156";"42";"Female";"East";"Bronze";"77";"156.61";"Electronics";"1/12/2022";"Artist";"5";"1059";"1";"4";"0"
"1157";"22";"Female";"East";"Silver";"98";"5233.38";"Electronics";"13/8/2023";"Lawyer";"8";"2";"0";"1.2";"0"
"1158";"69";"Female";"West";"Platinum";"2";"8666.19";"Home Goods";"10/2/2022";"Artist";"3";"20";"1";"2.1";"1"
"1159";"40";"Female";"East";"Bronze";"30";"7179.69";"Clothing";"20/6/2023";"Teacher";"10";"2157";"0";"4.6";"0"
"1160";"47";"Male";"South";"Platinum";"47";"3098.64";"Electronics";"28/11/2023";"Manager";"1";"329";"1";"1.7";"0"
"1161";"56";"Male";"South";"Platinum";"95";"6920.4";"Electronics";"23/3/2022";"Doctor";"14";"2018";"0";"4.6";"1"
"1162";"29";"Male";"North";"Silver";"82";"5616.9";"Home Goods";"13/3/2022";"Doctor";"3";"740";"0";"4.7";"0"
"1163";"32";"Female";"North";"Platinum";"6";"7126.43";"Electronics";"8/6/2023";"Artist";"8";"291";"0";"3.7";"1"
"1164";"36";"Female";"South";"Gold";"22";"4803.8";"Clothing";"15/6/2022";"Manager";"9";"4286";"0";"4.2";"0"
"1165";"43";"Female";"East";"Bronze";"6";"9584.67";"Clothing";"19/6/2022";"Chef";"14";"2793";"1";"1.7";"0"
"1166";"62";"Female";"North";"Bronze";"89";"9936.68";"Home Goods";"25/6/2023";"Manager";"3";"3786";"0";"1.7";"1"
"1167";"21";"Male";"North";"Platinum";"16";"9820.68";"Electronics";"28/5/2023";"Artist";"5";"1611";"1";"3.8";"0"
"1168";"55";"Female";"East";"Silver";"55";"5162.25";"Home Goods";"22/1/2022";"Lawyer";"3";"581";"1";"2.2";"0"
"1169";"25";"Male";"North";"Platinum";"46";"8296.1";"Clothing";"2/6/2022";"Artist";"10";"4922";"0";"2.7";"1"
"1170";"47";"Male";"South";"Platinum";"88";"9424.16";"Electronics";"24/2/2022";"Chef";"8";"356";"1";"2.2";"1"
"1171";"32";"Male";"West";"Gold";"48";"8792.29";"Home Goods";"4/9/2023";"Teacher";"3";"2918";"0";"3.6";"0"
"1172";"29";"Female";"West";"Platinum";"86";"5394.16";"Electronics";"9/5/2022";"Manager";"8";"4771";"0";"1.2";"0"
"1173";"27";"Female";"South";"Platinum";"43";"9957.06";"Electronics";"5/4/2022";"Artist";"5";"3938";"0";"3.7";"1"
"1174";"29";"Male";"North";"Bronze";"23";"2964.02";"Clothing";"10/7/2023";"Chef";"8";"1868";"1";"4.5";"1"
"1175";"34";"Female";"South";"Gold";"33";"9634.4";"Home Goods";"18/4/2022";"Chef";"12";"4349";"1";"5";"0"
"1176";"57";"Male";"North";"Bronze";"74";"3152.68";"Electronics";"25/5/2022";"Engineer";"12";"1001";"1";"4";"1"
"1177";"19";"Female";"North";"Silver";"93";"5799.48";"Home Goods";"13/8/2023";"Engineer";"8";"3708";"0";"1.9";"0"
"1178";"36";"Female";"South";"Silver";"60";"782.54";"Home Goods";"17/11/2022";"Manager";"2";"3655";"1";"4.1";"1"
"1179";"46";"Male";"South";"Platinum";"48";"8801.41";"Home Goods";"2/1/2022";"Chef";"14";"1519";"1";"4.1";"0"
"1180";"18";"Male";"South";"Gold";"29";"6060.08";"Electronics";"22/7/2022";"Manager";"8";"1803";"0";"3";"0"
"1181";"39";"Male";"West";"Platinum";"11";"4039.93";"Home Goods";"25/1/2023";"Chef";"7";"3957";"1";"2.2";"0"
"1182";"42";"Female";"West";"Platinum";"22";"734.94";"Clothing";"10/8/2022";"Artist";"6";"1621";"1";"4.7";"0"
"1183";"27";"Female";"North";"Silver";"76";"7320.9";"Home Goods";"21/3/2023";"Manager";"6";"139";"0";"3.1";"0"
"1184";"26";"Male";"South";"Gold";"20";"4377.55";"Home Goods";"26/5/2023";"Lawyer";"9";"2700";"0";"1.6";"0"
"1185";"36";"Male";"East";"Silver";"80";"7822.9";"Electronics";"1/11/2022";"Engineer";"12";"4650";"1";"4";"0"
"1186";"29";"Female";"North";"Platinum";"10";"7809.28";"Electronics";"14/10/2023";"Manager";"13";"2245";"0";"4.4";"1"
"1187";"46";"Female";"North";"Gold";"25";"8526.15";"Electronics";"17/12/2023";"Teacher";"13";"4975";"0";"4.2";"0"
"1188";"69";"Female";"West";"Platinum";"50";"4501.7";"Clothing";"13/8/2023";"Doctor";"5";"3621";"0";"4.2";"0"
"1189";"35";"Female";"East";"Platinum";"51";"900.67";"Electronics";"15/1/2023";"Manager";"2";"1164";"1";"2.7";"1"
"1190";"33";"Male";"East";"Silver";"53";"6077.11";"Electronics";"10/3/2023";"Artist";"5";"1362";"1";"3.3";"0"
"1192";"60";"Male";"North";"Silver";"15";"4248.11";"Clothing";"4/5/2023";"Engineer";"14";"1552";"0";"3";"1"
"1194";"39";"Female";"East";"Platinum";"71";"8991.05";"Home Goods";"6/6/2023";"Teacher";"2";"2212";"0";"1.9";"0"
"1195";"46";"Female";"West";"Platinum";"30";"9268.13";"Home Goods";"9/10/2022";"Lawyer";"11";"2428";"0";"2.4";"0"
"1197";"32";"Female";"South";"Gold";"46";"8553.07";"Electronics";"4/10/2022";"Artist";"11";"310";"0";"3.9";"1"
"1198";"65";"Female";"North";"Platinum";"93";"7333.82";"Electronics";"25/3/2023";"Doctor";"11";"2154";"1";"1.7";"0"
"1199";"19";"Female";"North";"Silver";"81";"4032.32";"Home Goods";"14/5/2023";"Artist";"2";"4351";"1";"1.4";"1"
"1200";"30";"Male";"West";"Silver";"59";"2075.56";"Home Goods";"7/6/2023";"Lawyer";"9";"1223";"0";"3.6";"0"
"1201";"29";"Male";"South";"Bronze";"6";"3158.38";"Electronics";"22/6/2023";"Manager";"11";"1140";"1";"2";"0"
"1202";"43";"Female";"North";"Silver";"83";"1280.36";"Home Goods";"1/5/2023";"Engineer";"14";"1959";"0";"4.2";"0"
"1203";"57";"Female";"South";"Bronze";"50";"6641.07";"Electronics";"30/6/2023";"Lawyer";"9";"1908";"0";"3.1";"0"
"1204";"29";"Female";"West";"Gold";"82";"771.08";"Electronics";"15/2/2022";"Artist";"1";"2314";"1";"2.3";"0"
"1205";"44";"Female";"East";"Silver";"34";"3747.14";"Electronics";"13/3/2022";"Manager";"4";"3227";"1";"4.2";"1"
"1206";"63";"Female";"East";"Bronze";"91";"1762.13";"Electronics";"1/1/2022";"Chef";"2";"436";"1";"1.4";"0"
"1207";"52";"Female";"East";"Platinum";"88";"2732.28";"Clothing";"6/8/2022";"Doctor";"5";"611";"1";"4.7";"0"
"1208";"19";"Female";"North";"Bronze";"51";"8296.43";"Clothing";"14/1/2022";"Chef";"5";"2413";"0";"3.9";"1"
"1210";"19";"Female";"South";"Bronze";"86";"2213.52";"Clothing";"13/12/2023";"Engineer";"9";"4231";"0";"1";"1"
"1211";"34";"Female";"West";"Bronze";"46";"2968.8";"Clothing";"5/3/2023";"Chef";"7";"633";"1";"1.2";"0"
"1212";"51";"Female";"South";"Gold";"45";"1026.36";"Electronics";"9/8/2023";"Engineer";"7";"1198";"0";"3.1";"1"
"1213";"51";"Female";"South";"Gold";"22";"609.38";"Electronics";"20/7/2022";"Doctor";"1";"4502";"1";"4";"0"
"1214";"62";"Female";"West";"Gold";"48";"4842.48";"Electronics";"17/1/2022";"Teacher";"7";"3304";"0";"5";"0"
"1215";"56";"Female";"West";"Bronze";"27";"5550.33";"Home Goods";"5/5/2022";"Engineer";"1";"68";"0";"4.5";"0"
"1216";"58";"Female";"South";"Silver";"47";"6008.78";"Clothing";"27/3/2023";"Teacher";"9";"766";"0";"1.6";"0"
"1217";"26";"Male";"South";"Gold";"91";"7512.5";"Home Goods";"22/10/2022";"Doctor";"7";"2006";"0";"2.1";"0"
"1219";"60";"Male";"East";"Gold";"39";"5266.71";"Electronics";"19/7/2023";"Artist";"14";"3371";"1";"3.7";"1"
"1220";"37";"Female";"South";"Bronze";"78";"5371.56";"Home Goods";"7/2/2022";"Lawyer";"8";"1481";"0";"4.9";"1"
"1221";"68";"Female";"West";"Gold";"74";"2056.17";"Electronics";"10/7/2023";"Artist";"5";"3395";"0";"1.9";"0"
"1222";"50";"Female";"East";"Silver";"71";"5279.59";"Clothing";"22/5/2022";"Engineer";"1";"3152";"1";"3.7";"0"
"1223";"41";"Male";"West";"Bronze";"36";"7360.45";"Home Goods";"30/4/2023";"Manager";"4";"3569";"1";"1.7";"0"
"1224";"22";"Female";"South";"Platinum";"13";"1111.12";"Home Goods";"12/9/2022";"Doctor";"7";"719";"1";"1.4";"1"
"1225";"49";"Male";"North";"Platinum";"6";"7423.69";"Clothing";"6/5/2022";"Engineer";"8";"721";"1";"2";"1"
"1226";"40";"Female";"East";"Silver";"96";"4989.96";"Home Goods";"10/4/2022";"Manager";"3";"4940";"0";"2.9";"1"
"1227";"18";"Male";"North";"Bronze";"57";"2999.06";"Clothing";"5/6/2023";"Lawyer";"3";"4907";"0";"4.5";"0"
"1228";"55";"Male";"East";"Silver";"29";"2317";"Electronics";"30/7/2022";"Artist";"8";"4408";"0";"2.9";"0"
"1229";"49";"Female";"East";"Gold";"83";"4097.16";"Electronics";"10/9/2022";"Doctor";"6";"2968";"1";"1";"0"
"1231";"37";"Male";"South";"Silver";"90";"2877.32";"Home Goods";"3/1/2022";"Doctor";"6";"1952";"1";"3.8";"1"
"1232";"33";"Female";"South";"Bronze";"93";"6668.12";"Clothing";"3/9/2023";"Chef";"4";"2440";"1";"2.4";"0"
"1233";"69";"Male";"South";"Silver";"16";"3847.97";"Home Goods";"5/5/2022";"Manager";"12";"1635";"0";"1.6";"1"
"1234";"30";"Male";"West";"Silver";"96";"1395.26";"Electronics";"22/7/2022";"Teacher";"13";"2032";"0";"2.7";"0"
"1235";"63";"Female";"South";"Bronze";"48";"5916.12";"Home Goods";"2/6/2022";"Chef";"7";"3557";"1";"3";"0"
"1236";"28";"Male";"West";"Platinum";"36";"1829.69";"Home Goods";"6/7/2022";"Teacher";"7";"792";"1";"1.3";"1"
"1237";"59";"Female";"East";"Gold";"93";"1266.92";"Home Goods";"9/11/2023";"Doctor";"10";"3668";"1";"1.3";"0"
"1238";"34";"Male";"South";"Platinum";"96";"9258.7";"Clothing";"13/4/2023";"Artist";"9";"559";"0";"3.7";"0"
"1239";"24";"Female";"East";"Bronze";"12";"4108.75";"Home Goods";"1/11/2023";"Chef";"6";"978";"1";"2.5";"0"
"1240";"39";"Female";"East";"Gold";"26";"6170.46";"Electronics";"30/3/2023";"Lawyer";"7";"1268";"0";"1.2";"0"
